"wins","base_hits","singles","doubles","triples","homeruns","walks","b_strikeouts","stolen_bases","hits_allowed","homeruns_allowed","walks_allowed","p_strikeouts","errors","double_plays"
81,1418,1068,240,35,75,531,796,100,1418,75,531,796,158,149
87,1501,1154,217,46,84,534,757,173,1510,85,537,762,148,193
82,1527,1161,239,46,81,444,649,116,1527,81,444,649,171,140
72,1432,1069,243,57,63,512,860,123,1432,63,512,860,174,163
83,1490,1086,252,56,96,489,823,134,1490,96,489,823,139,174
69,1351,965,263,44,79,420,713,97,1351,79,420,713,136,155
86,1594,1152,279,63,100,460,838,116,1594,100,460,838,132,166
94,1487,1086,251,71,79,602,786,140,2073,125,762,1248,130,172
92,1439,1081,239,52,67,569,805,200,1439,67,569,805,124,169
79,1496,1088,262,63,83,543,879,207,1496,83,543,879,152,173
84,1369,1025,225,44,75,516,924,220,1369,75,516,924,118,184
101,1446,1055,245,59,87,586,853,314,1446,87,586,853,108,166
79,1278,955,217,48,58,572,911,264,1286,58,576,917,124,179
95,1449,1054,252,49,94,644,933,248,1449,94,644,933,116,172
76,1373,1062,207,33,71,484,827,234,1373,71,484,827,121,131
86,1418,1035,263,47,73,507,848,155,1418,73,507,848,111,134
70,1398,1029,255,41,73,517,844,221,1398,73,517,844,129,114
84,1366,1006,239,53,68,532,857,202,1366,68,532,857,105,133
83,1464,1064,262,44,94,495,996,208,1464,94,495,996,91,146
87,1508,1094,262,34,118,588,882,153,1508,118,588,882,159,157
75,1458,964,303,38,153,617,975,108,2072,217,778,1386,114,169
70,1339,921,270,27,121,494,1042,89,1517,137,560,1180,128,177
88,1468,1014,281,31,142,495,1089,149,1468,142,495,1089,125,139
73,1409,957,269,39,144,543,1191,164,1409,144,543,1191,123,156
83,1444,899,292,30,223,676,1179,133,1444,223,676,1179,142,160
75,1470,972,276,27,195,617,1209,135,1479,196,621,1217,133,162
95,1481,962,259,25,235,675,1253,87,1481,235,675,1253,111,148
93,1469,964,274,32,199,529,1089,91,1469,199,529,1089,110,156
97,1475,989,285,26,175,542,927,86,1475,175,542,927,103,168
85,1580,1010,342,32,196,580,952,82,1580,196,580,952,77,138
105,1544,987,319,24,214,548,1085,111,1544,214,548,1085,97,154
100,1494,1011,287,26,170,534,947,83,1494,170,534,947,100,196
84,1493,987,294,27,185,534,928,59,1502,186,537,934,99,171
41,1402,1114,263,20,0,142,952,251,2074,0,339,1399,150,162
51,1370,1173,141,44,12,65,551,108,2068,28,282,1275,371,86
70,1477,1191,193,75,18,583,615,187,1884,23,744,784,240,129
63,1450,1029,267,43,111,473,1107,120,1450,111,473,1107,94,178
69,1531,1085,272,29,145,544,1042,73,1531,145,544,1042,135,198
69,1423,983,255,22,163,562,1028,91,1432,164,565,1034,119,172
62,1426,973,311,21,121,456,1116,115,1426,121,456,1116,139,144
55,1427,959,299,35,134,459,1122,103,1436,135,462,1129,127,169
63,1501,1028,298,38,137,420,1030,142,1501,137,420,1030,103,158
70,1425,953,280,46,146,472,950,133,1434,147,475,956,120,140
67,1519,1033,289,40,157,412,990,151,1519,157,412,990,124,139
61,1395,905,267,33,190,441,1106,134,1395,190,441,1106,116,156
61,1315,933,218,44,120,561,923,82,1323,121,564,929,157,172
60,1379,1001,207,38,133,469,794,100,1388,134,472,799,140,161
56,1237,874,190,35,138,497,963,68,1237,138,497,963,182,165
62,1246,894,199,28,125,514,1124,47,1246,125,514,1124,127,145
70,1227,879,179,33,136,570,1125,30,1227,136,570,1125,143,148
72,1268,911,188,41,128,458,1089,54,1292,130,467,1110,145,142
76,1219,909,169,25,116,475,1043,53,1227,117,478,1049,145,168
65,1216,893,161,37,125,457,966,29,1224,126,460,972,149,145
86,1365,1006,171,40,148,630,900,52,1365,148,630,900,140,159
70,1302,952,184,28,138,635,989,72,1302,138,635,989,116,173
64,1242,930,193,31,88,586,974,69,1265,90,597,992,144,173
57,1397,1063,195,29,110,503,791,91,1397,110,503,791,161,164
85,1501,1162,200,39,100,514,719,114,1520,101,520,728,165,166
79,1431,1072,208,17,134,613,863,102,1431,134,613,863,191,173
76,1390,1071,213,26,80,568,809,87,1390,80,568,809,156,142
94,1497,1058,265,39,135,596,904,154,1497,135,596,904,117,156
87,1353,969,216,36,132,624,779,196,1353,132,624,779,153,140
83,1549,1131,252,26,140,461,607,79,1549,140,461,607,130,151
88,1493,1119,275,23,76,455,611,71,2068,117,702,943,106,157
64,1354,1009,204,26,115,447,750,63,1354,115,447,750,121,169
77,1429,1048,242,33,106,442,767,119,1429,106,442,767,113,151
62,1367,982,214,41,130,533,824,131,1375,131,536,829,120,146
87,1479,1004,248,43,184,511,1088,103,1479,184,511,1088,120,160
75,1478,985,264,35,194,567,1081,120,1478,194,567,1081,148,148
70,1387,1007,228,39,113,545,1028,131,1396,114,548,1034,130,146
83,1433,1005,260,46,122,503,989,101,1433,122,503,989,136,137
83,1416,1022,257,27,110,575,1054,115,1416,110,575,1054,133,161
85,1539,1043,288,31,177,596,1039,102,1539,177,596,1039,134,138
77,1387,939,266,23,159,550,1036,81,1387,159,550,1036,153,153
74,1583,1088,281,38,176,621,1037,117,2060,250,762,1474,149,151
83,1467,1007,278,27,155,592,987,101,1650,174,666,1110,110,176
90,1622,1046,323,32,221,660,1041,83,1622,221,660,1041,87,150
77,1547,1022,311,27,187,500,1116,72,1547,187,500,1116,122,155
88,1637,1090,314,32,201,595,1045,82,1637,201,595,1045,122,140
95,1653,1090,304,29,230,611,937,111,1653,230,611,937,119,167
71,1601,1063,330,35,173,580,922,69,1601,173,580,922,135,162
73,1566,971,326,23,246,548,1093,97,1566,246,548,1093,114,167
72,1510,949,304,27,230,554,1055,62,1510,230,554,1055,99,152
71,1506,957,274,36,239,488,1052,65,1506,239,488,1052,94,168
89,1492,908,323,34,227,500,1099,69,1492,227,500,1099,117,152
79,1528,928,311,29,260,495,1112,67,1528,260,495,1112,108,149
80,1571,1008,357,23,183,505,1061,53,1571,183,505,1061,98,174
83,1414,1065,187,133,29,596,685,256,1735,36,731,841,197,88
72,1338,1013,238,75,12,245,843,259,1861,19,382,1313,249,86
54,1375,1002,231,41,101,502,824,65,1384,102,505,829,164,134
53,1362,980,253,34,95,448,663,75,1362,95,448,663,158,187
67,1398,970,249,53,126,448,813,67,1398,126,448,813,133,206
57,1218,881,209,35,93,434,850,101,1861,142,663,1299,160,156
78,1447,1034,262,45,106,415,749,118,1447,106,415,749,136,146
89,1546,1053,268,58,167,510,810,131,1546,167,510,810,115,148
89,1555,1069,275,68,143,460,816,193,1555,143,460,816,123,166
100,1491,996,283,53,159,506,812,145,1500,160,509,817,126,165
86,1540,1039,285,35,181,496,848,110,1540,181,496,848,100,150
96,1514,984,277,38,215,555,970,126,1514,215,555,970,111,148
87,1491,1015,271,47,158,521,935,107,1491,158,521,935,110,170
89,1449,1002,265,40,142,521,923,144,1449,142,521,923,126,164
86,1479,999,263,50,167,526,970,111,1479,167,526,970,86,144
91,1412,939,295,45,133,499,1043,148,1412,133,499,1043,127,115
96,1458,990,265,40,163,561,933,129,1458,163,561,933,93,109
95,1556,1038,317,42,159,588,861,170,1556,159,588,861,107,144
77,1499,999,296,42,162,545,973,111,2060,228,768,1371,113,148
63,1473,976,309,30,158,554,1019,84,1657,178,623,1146,109,147
74,1451,937,302,35,177,529,1105,116,1451,177,529,1105,110,187
76,1333,870,275,41,147,487,1138,134,1333,147,487,1138,97,150
88,1482,926,316,19,221,564,1132,184,1482,221,564,1132,125,131
84,1580,1017,337,14,212,578,1077,119,1580,212,578,1077,106,164
83,1562,969,328,21,244,526,1026,89,1562,244,526,1026,100,176
86,1580,1000,357,33,190,546,1081,37,1580,190,546,1081,117,161
67,1447,975,292,34,146,516,1090,58,1456,147,519,1097,92,151
80,1480,998,307,39,136,486,955,72,1480,136,486,955,95,154
87,1591,1017,348,27,199,514,906,65,1591,199,514,906,99,157
75,1767,1247,295,197,35,284,110,39,2009,203,698,636,199,91
97,1764,1312,363,71,32,45,91,58,2009,207,292,590,100,178
80,1474,1169,223,72,10,234,507,307,2009,20,457,990,419,113
75,1454,1145,239,60,10,270,463,187,2073,19,521,893,263,135
68,1458,1094,226,115,23,213,582,293,2068,45,416,1136,268,137
53,1420,1120,176,101,23,562,582,263,1704,28,674,698,406,113
62,1336,1052,160,84,40,568,593,296,1433,43,609,636,350,140
50,1582,1223,226,104,29,658,298,193,1987,36,775,374,430,105
55,1616,1131,268,145,72,757,460,306,1983,88,786,565,425,104
54,1663,1203,262,128,70,656,501,300,2074,89,804,634,428,82
75,1689,1312,238,95,44,459,427,255,2073,54,563,524,407,101
54,1517,1205,189,85,38,394,411,210,1617,41,420,438,334,126
58,1523,1207,173,93,50,373,363,188,1623,53,398,387,430,151
33,1695,1332,187,104,12,79,137,21,2060,50,328,569,376,162
12,1166,822,112,75,0,12,0,0,2069,0,320,687,232,178
68,1347,1129,174,38,6,171,807,278,1948,9,339,1167,288,64
38,1156,874,182,69,31,358,786,193,1561,42,483,1061,372,83
61,1380,1036,198,84,62,357,450,130,1832,82,474,598,334,97
58,1162,928,118,59,36,297,603,147,1379,44,359,729,359,97
54,1444,1140,197,74,33,609,596,303,1887,43,796,779,383,94
29,1162,989,69,64,0,29,0,304,2074,0,377,566,398,88
78,1364,995,252,101,16,158,543,245,2038,31,308,1060,404,96
63,1543,1243,225,61,14,239,334,270,2060,28,472,660,401,99
35,1329,978,210,110,31,218,584,251,2009,60,420,1126,318,127
52,1300,940,202,33,125,529,962,52,1300,125,529,962,184,179
73,1284,902,211,35,136,659,972,65,1284,136,659,972,141,193
71,1320,1004,198,29,89,546,805,51,1328,90,549,810,151,165
79,1363,1045,202,29,87,656,817,125,1371,88,660,822,154,158
75,1346,1001,216,31,98,579,954,108,1346,98,579,954,180,179
55,1275,925,224,32,94,433,841,86,1275,94,433,841,147,179
75,1474,992,294,50,138,478,877,88,1474,138,478,877,129,128
76,1404,983,269,31,121,396,881,80,1404,121,396,881,134,150
96,1463,999,276,43,145,437,901,123,1481,147,442,912,133,125
90,1407,982,250,61,114,547,865,237,1407,114,547,865,144,126
90,1325,942,219,42,122,552,747,207,1988,183,762,1121,122,132
86,1454,1013,270,38,133,503,816,156,1454,133,503,816,122,117
82,1482,1042,297,41,102,509,733,138,1482,102,509,733,116,130
78,1375,998,244,36,97,473,787,132,1384,98,476,792,133,148
85,1350,938,244,49,119,495,885,170,1358,120,498,890,122,153
78,1410,992,257,50,111,540,1022,194,1419,112,543,1028,134,133
91,1467,998,310,39,120,501,918,166,1467,120,501,918,147,122
81,1400,985,260,48,107,454,1053,189,1400,107,454,1053,142,145
81,1353,956,267,30,100,572,958,160,1353,100,572,958,136,126
85,1363,979,227,43,114,576,1024,235,1363,114,576,1024,110,134
71,1337,962,237,42,96,487,1063,222,1345,97,490,1070,132,129
105,1579,1033,350,43,153,539,951,195,2069,217,766,1351,134,128
74,1427,969,298,27,133,450,1014,135,1605,150,506,1141,123,134
88,1441,969,297,27,148,492,1077,108,1441,148,492,1077,126,121
65,1348,889,280,32,147,439,1058,91,1348,147,439,1058,155,127
68,1473,943,320,47,163,438,939,70,1473,163,438,939,160,126
67,1475,952,310,35,178,476,1048,58,1475,178,476,1048,132,151
68,1361,882,320,28,131,478,1071,101,1361,131,478,1071,108,139
83,1432,934,300,36,162,575,1104,118,1432,162,575,1104,139,160
83,1404,941,294,25,144,522,990,100,1404,144,522,990,102,152
67,1361,907,276,27,151,496,925,109,1361,151,496,925,99,171
81,1367,907,311,32,117,491,1090,45,1367,117,491,1090,92,156
71,1437,929,322,22,164,594,1156,123,1437,164,594,1156,131,123
31,1162,882,157,62,15,262,969,241,2060,39,674,1464,406,104
